min,max,avg
1,10,4.0
1,2,1.125
8,89,48.5
1,7,2.972972972972973
1,10,4.384615384615385
1,10,3.763157894736842
1,5,2.0303030303030303
2,27,16.466666666666665
1,10,3.3793103448275863
1,5,1.945945945945946
1,5,2.5454545454545454
1,1,1.0
1,2,1.3333333333333333
1,2,1.25
1,15,5.482758620689655
1,13,5.391304347826087
1,21,10.368421052631579
2,196,21.041666666666668
1,12,5.431818181818182
1,38,20.342105263157894
1,4,1.5
17,59,39.73076923076923
1,1,1.0
1,1,1.0
1,8,4.333333333333333
1,3,1.6666666666666667
1,29,7.085714285714285
1,2,1.5
5,30,12.1875
1,3,1.6666666666666667
2,9,4.166666666666667
1,5,2.076923076923077
1,1,1.0
1,13,4.090909090909091
1,2,1.3333333333333333
1,26,8.9
1,1,1.0
1,27,15.515151515151516
1,1,1.0
1,5,1.88
1,6,3.0
1,4,1.9411764705882353
1,4,1.8181818181818181
1,2,1.3
1,7,2.878787878787879
1,11,2.9411764705882355
1,5,2.8
1,2,1.1111111111111112
1,9,2.9565217391304346
1,1,1.0
1,2,1.3333333333333333
1,10,2.8181818181818183
1,8,3.56
1,16,5.8
1,7,2.972972972972973
2,9,4.0
2,29,9.236842105263158
2,8,5.0
1,1,1.0
1,1,1.0
5,5,5.0
1,18,8.583333333333334
1,3,2.5
1,1,1.0
1,4,1.4
1,10,3.1176470588235294
1,12,3.3333333333333335
1,6,2.3157894736842106
2,30,14.095238095238095
1,4,1.4285714285714286
1,4,1.6666666666666667
1,8,3.125
1,8,2.1818181818181817
1,6,2.342857142857143
1,1,1.0
1,19,8.846153846153847
1,42,7.086956521739131
1,5,1.7777777777777777
1,11,5.181818181818182
1,20,6.193548387096774
1,8,3.68
1,9,2.6153846153846154
1,15,3.4545454545454546
1,2,1.25
1,3,1.5454545454545454
1,28,11.272727272727273
2,29,14.5
1,2,1.4285714285714286
1,13,6.62962962962963
4,40,22.166666666666668
1,1,1.0
1,5,2.2
2,26,14.25
1,8,4.0
1,2,1.25
1,11,4.384615384615385
1,14,6.0
1,8,2.6666666666666665
2,26,14.321428571428571
1,3,1.2857142857142858
1,5,1.8571428571428572
1,4,1.411764705882353
1,15,6.21875
2,31,12.025641025641026
1,6,2.972972972972973
1,1,1.0
1,1,1.0
1,1,1.0
1,6,2.217391304347826
1,5,1.92
1,23,7.794117647058823
1,5,1.8333333333333333
1,16,5.909090909090909
1,6,2.4
2,6,3.6
1,7,2.8
1,12,5.310344827586207
4,4,4.0
3,11,5.592592592592593
1,16,2.4814814814814814
1,1,1.0
1,18,6.0
1,2,1.6666666666666667
1,4,1.4285714285714286
1,4,1.3888888888888888
3,7,5.0
1,7,3.3076923076923075
1,4,2.0
1,12,6.052631578947368
1,12,5.0
1,1,1.0
1,2,1.1111111111111112
2,10,6.0476190476190474
1,10,2.8181818181818183
1,16,5.634146341463414
1,14,4.6521739130434785
1,1,1.0
1,9,3.5555555555555554
1,1,1.0
1,3,1.6666666666666667
1,4,1.411764705882353
1,1,1.0
1,3,1.3888888888888888
1,4,1.7333333333333334
1,4,1.75
2,65,38.92307692307692
1,39,22.2
1,7,3.5357142857142856
1,3,1.6666666666666667
1,14,6.05
1,1,1.0
2,6,4.0
1,9,4.297297297297297
1,9,4.0
1,2,1.1538461538461537
1,7,3.125
1,5,1.5
1,11,3.8536585365853657
1,1,1.0
1,12,5.413793103448276
1,1,1.0
1,2,1.2857142857142858
1,2,1.25
1,8,3.857142857142857
1,1,1.0
1,20,12.125
1,5,2.0714285714285716
1,4,1.9375
1,7,3.5714285714285716
1,1,1.0
1,7,2.0
1,12,4.625
1,10,4.0
1,25,11.847826086956522
6,36,23.761904761904763
1,13,6.214285714285714
1,2,1.5
1,17,5.457142857142857
1,2,1.6666666666666667
1,11,2.9411764705882355
1,1,1.0
1,1,1.0
1,2,1.5263157894736843
3,25,16.142857142857142
1,3,1.1538461538461537
1,2,1.3333333333333333
1,2,1.25
1,1,1.0
1,2,1.5
1,1,1.0
1,12,5.555555555555555
1,6,2.142857142857143
1,7,2.7941176470588234
1,1,1.0
1,14,3.4
1,11,5.266666666666667
1,5,2.8
1,8,2.7027027027027026
3,12,6.75
1,8,2.0833333333333335
3,42,24.035714285714285
1,5,1.7777777777777777
1,11,6.181818181818182
2,2,2.0
3,18,7.896551724137931
5,43,21.0
1,7,2.7241379310344827
1,13,4.222222222222222
1,7,2.8
1,4,1.8181818181818181
1,2,1.0714285714285714
1,14,4.7
1,1,1.0
1,21,7.6
1,4,1.411764705882353
1,1,1.0
1,16,6.7
1,35,17.2
1,8,2.8
1,3,1.6428571428571428
1,8,3.242424242424242
1,2,1.25
1,9,3.35
1,11,5.564102564102564
1,5,1.875
5,30,17.1
1,11,3.125
5,20,9.214285714285714
1,1,1.0
3,9,4.75
2,7,4.083333333333333
1,5,1.875
1,10,2.7857142857142856
1,7,3.4
1,13,6.666666666666667
1,7,3.5357142857142856
1,2,1.2857142857142858
1,2,1.25
1,11,3.2857142857142856
1,4,1.7142857142857142
1,1,1.0
2,26,12.142857142857142
1,17,8.837209302325581
1,2,1.25
1,1,1.0
1,22,10.529411764705882
1,9,3.7
1,11,5.181818181818182
1,3,1.4583333333333333
1,31,14.756756756756756
1,1,1.0
1,25,11.847826086956522
1,5,2.0833333333333335
1,2,1.1111111111111112
6,79,53.72727272727273
1,17,4.266666666666667
1,25,11.847826086956522
2,23,13.846153846153847
1,8,4.333333333333333
1,7,3.064516129032258
1,1,1.0
1,3,1.6666666666666667
1,62,26.829787234042552
1,10,3.772727272727273
1,10,4.4
1,3,1.6666666666666667
1,5,2.2962962962962963
1,1,1.0
1,3,1.5263157894736843
1,16,6.027777777777778
1,3,1.6666666666666667
1,13,7.075
1,2,1.5
1,9,2.857142857142857
1,1,1.0
1,1,1.0
1,25,11.847826086956522
9,21,14.833333333333334
1,1,1.0
1,7,2.5925925925925926
1,1,1.0
1,21,8.2
1,5,2.2962962962962963
1,1,1.0
1,1,1.0
1,9,3.588235294117647
1,2,1.5
1,1,1.0
6,31,16.428571428571427
1,1,1.0
1,1,1.0
11,25,16.555555555555557
1,8,4.0
1,1,1.0
1,7,2.588235294117647
1,12,5.0
